id	text	w	h
./images/wushen_1_8.png	['Music', '⿱', '⿰', 'LEFT_FINGER_DA', '5', '⿺', 'RIGHT_TIAO', '6']	36	46
./images/wushen_1_10.png	['Music', '⿱', '⿰', 'TECHNIQUE_FAN_YIN', '7', '⿹', 'RIGHT_GOU', '4']	28	42
./images/wushen_1_11.png	['Music', '⿱', '⿰', 'LEFT_FINGER_MING', '9', '⿺', 'RIGHT_TIAO', '6']	36	44
./images/wushen_1_12.png	['Music', '⿱', '⿰', 'LEFT_FINGER_MING', '10', '⿹', 'RIGHT_GOU', '2']	26	44
./images/wushen_1_13.png	['Music', '⿱', '⿰', 'LEFT_FINGER_DA', '9', '⿺', 'RIGHT_TIAO', '4']	46	43
./images/wushen_1_14.png	['Music', '⿹', 'RIGHT_GOU', '3']	30	42
./images/wushen_1_15.png	['Music', '⿱', '⿰', 'LEFT_FINGER_MING', '10', '⿺', 'RIGHT_TIAO', '6']	34	42
./images/wushen_1_16.png	['Music', '⿱', '⿰', 'LEFT_FINGER_MING', '9', '⿹', 'RIGHT_GOU', '4']	34	44
./images/wushen_1_17.png	['Music', '⿱', '⿰', 'LEFT_FINGER_DA', '7', '⿺', 'RIGHT_TIAO', '7']	44	54
./images/wushen_1_18.png	['Music', '⿱', '⿰', 'LEFT_FINGER_MING', '7', '⿹', 'RIGHT_GOU', '4']	34	50
./images/wushen_1_19.png	['Music', '⿱', '⿰', 'LEFT_FINGER_DA', '9', '⿺', 'RIGHT_TIAO', '6']	42	46
./images/wushen_1_21.png	['Music', '⿱', '⿰', 'LEFT_FINGER_MING', '7', '⿹', 'RIGHT_GOU', '5']	34	50
./images/wushen_1_23.png	['Music', '⿱', 'RIGHT_GUN', '1']	36	44
./images/wushen_1_24.png	['Music', '⿱', 'RIGHT_BI', '1']	38	40
./images/wushen_1_25.png	['Music', '⿱', 'RIGHT_MO', '⿺', 'RIGHT_TIAO', '4']	40	48
./images/wushen_1_27.png	['Music', '⿱', '⿰', 'LEFT_FINGER_SHI', '7', '⿹', 'RIGHT_GOU', '3']	34	50
./images/wushen_1_28.png	['Music', '⿱', '⿰', 'LEFT_FINGER_MING', '9', '⿺', 'RIGHT_TIAO', '6']	38	48
./images/wushen_1_29.png	['Music', '⿱', '⿰', 'LEFT_FINGER_MING', '10', '⿹', 'RIGHT_GOU', '2']	32	44
./images/wushen_1_30.png	['Music', '⿱', '⿰', 'LEFT_FINGER_DA', '9', '⿺', 'RIGHT_TIAO', '4']	34	46
./images/wushen_1_31.png	['Music', '⿱', '⿰', 'LEFT_FINGER_MING', '10', '⿹', 'RIGHT_GOU', '1']	34	50
./images/wushen_1_32.png	['Music', '⿱', '⿰', 'LEFT_FINGER_DA', '9', '⿺', 'RIGHT_TIAO', '3']	40	48
./images/wushen_1_33.png	['Music', '⿱', '⿰', 'LEFT_FINGER_MING', '10', '⿹', 'RIGHT_GOU', '3']	32	46
./images/wushen_1_37.png	['Music', '⿱', 'TECHNIQUE_SAN_YIN', '⿹', 'RIGHT_GOU', '1']	28	44
./images/wushen_1_38.png	['Music', '⿸', 'RIGHT_BI', '6']	32	40
./images/wushen_1_39.png	['Music', '⿹', 'RIGHT_GOU', '4']	30	42
./images/wushen_1_41.png	['Music', '⿹', 'RIGHT_DA', '1']	30	38
./images/wushen_1_42.png	['Music', '⿸', 'RIGHT_BI', '6']	36	44
./images/wushen_1_43.png	['Music', '⿹', 'RIGHT_DA', '1']	36	43
./images/wushen_1_44.png	['Music', '⿹', 'RIGHT_GOU', '4']	34	42
./images/wushen_1_45.png	['Music', '⿸', 'RIGHT_LI', '⿱', '7', '6']	39	47
./images/wushen_1_46.png	['Music', '⿹', 'RIGHT_GOU', '4']	32	40
./images/wushen_1_47.png	['Music', '⿱', '⿰', 'LEFT_FINGER_DA', '9', '⿺', 'RIGHT_TIAO', '6']	40	48
./images/wushen_1_48.png	['Music', '⿸', 'RIGHT_LI', '⿱', '7', '6']	36	40
./images/wushen_1_52.png	['Music', '⿱', '⿰', 'LEFT_FINGER_ZHONG', '10', '⿹', 'RIGHT_GOU', '1']	36	50
./images/wushen_1_53.png	['Music', '⿱', '⿰', 'LEFT_FINGER_MING', '10', '⿸', 'RIGHT_BI', '6']	34	44
./images/wushen_1_55.png	['Music', '⿹', 'RIGHT_DA', '1']	34	40
./images/wushen_1_56.png	['Music', '⿸', 'RIGHT_BI', '6']	40	48
./images/wushen_1_57.png	['Music', '⿱', '⿰', 'LEFT_FINGER_DA', '9', '⿺', 'RIGHT_TIAO', '6']	40	48
./images/wushen_1_58.png	['Music', '⿱', '⿰', 'LEFT_FINGER_MING', '10', '⿹', 'RIGHT_GOU', '4']	34	42
./images/wushen_1_59.png	['Music', '⿱', '⿰', 'LEFT_FINGER_DA', '9', '⿺', 'RIGHT_TIAO', '6']	38	42
./images/wushen_1_61.png	['Music', '⿱', '⿰', 'LEFT_FINGER_MING', '10', '⿺', 'RIGHT_TIAO', '4']	40	40
./images/wushen_1_62.png	['Music', '⿱', 'TECHNIQUE_SAN_YIN', '⿹', 'RIGHT_GOU', '1']	32	55
./images/wushen_1_63.png	['Music', '⿱', 'TECHNIQUE_SAN_YIN', '⿺', 'RIGHT_TIAO', '3']	36	42
